Brand,Brand Id,Cars,Models,Model Id,Variants,Sales_2021,Price,Our_Rating,Fuel_Type,Engine_Displacement,Body_Style,Doors,Seats,Airbags,Max_Power,Max_Torque,Gearbox_Type,Warranty_Distance,Warranty_Duration,Length,Width,Height,Wheelbase,Ground_Clearance,Boot_Capacity,Fuel_Type_Propulsion,Engine_Installation,Engine_Type,Max_Engine_Power,Max_Engine_Torque,Drive_Layout,Number_Of_Gears,Selectable_Differential_Lock,Fuel_Tank_Capacity,Official_Fuel_Economy,Auto_Start_Stop,Front_Suspension_Type,Front_Springs,Rear_Suspension_Type,Rear_Springs,Damper_Control,Ride_Height_Adjust,Type_Of_Power_Assist,Steering_Adjust,Steering_Adjust_Type,Turning_Radius,Wheels,Wheel_Size,Front_Tyre_Size,Rear_Tyre_Size,Spare_Wheel,Front_Brakes,Rear_Brakes,Anti_Lock_Brakes_Abs,Electronic_Brakeforce_Distribution_Ebd,Brake_Assist_Ba,Electronic_Parking_Brake,Traction_Control,Electronic_Stability_Control,Hill_Start_Assist,Hill_Descent_Control,Anti_Pinch_Power_Windows,Central_Locking,Speed_Sensing_Auto_Door_Locks,Child_Safety_Lock,Isofix_Child_Seat_Mounts,Automatic_Headlamps,Automatic_Wipers,Rear_Washer_Wiper,Rear_Defogger,Day_Night_Interior_Mirror,Parking_Sensors,Parking_Camera,Tyre_Pressure_Monitoring_System,Blind_Spot_Monitor,Adaptive_Cruise_Control,Body_Coloured_Bumpers,Projector_Headlamps,Headlight_Type,Daytime_Running_Lights,Front_Fog_Lamps,Leather_Wrapped_Steering_Wheel,Leather_Wrapped_Gear_Knob,Drivers_Seat_Height_Adjust,Electric_Adjust_For_Drivers_Seat,Drivers_Seat_Memory,Front_Passenger_Seat_Height_Adjust,Electric_Adjust_For_Front_Passenger_Seat,Front_Passenger_Seat_Memory,Adjustable_Front_Headrests,Ventilated_Seats,Heated_Seats,Massage_Seats,Front_Seat_Armrest,Rear_Seat_Armrest,Adjustable_Rear_Headrests,Individual_Chairs_At_Rear,Rear_Seat_Backrest_Recline,Rear_Seat_Backrest_Fold,Rear_Seat_Backrest_Split,Third_Row_Seats,Audio_System,Cd_Player,Usb_Input,Aux_Input,Bluetooth_Audio_Streaming,Bluetooth_Telephone_Function,Steering_Audio_Controls,Steering_Phone_Controls,Wireless_Phone_Charging,Display,Android_Auto,Apple_Carplay,Mirrorlink,Web_Browser,Video_Player,Satellite_vigation,Voice_Commands,Gesture_Controls,Touchpad,Rear_Entertainment_Screens,Power_Windows,Power_Windows_With_One_Touch_Down,Power_Windows_With_One_Touch_Up,Exterior_Mirrors_Electric_Adjust,Exterior_Mirrors_Electric_Fold,Remote_Locking,Keyless_Entry,Push_Button_Start,Climate_Control,Rear_Ac_Vents,Third_Row_Ac_Vents,Front_Passenger_Seat_Adjust_From_Rear,Rear_Window_Sun_Shades,Rear_Windscreen_Sun_Shade,Rear_Power_Outlet,Sunroof,Configurable_Ambient_Lighting,Driving_Modes,Cruise_Control,Auto_Parking,Launch_Control,Dead_Pedal,Hands_Free_Boot_Opening,Speedometer,Tachometer,Trip_Meter,Average_Fuel_Consumption,Average_Speed,Distance_To_Empty,Low_Fuel_Level_Warning,Instantaneous_Consumption,Gear_Indicator,Shift_Indicator,Head_Up_Display,Kerb_Weight,City_Fuel_Economy_Tested,Highway_Fuel_Economy_Tested,Average sales
Mahindra,10,Mahindra XUV700,XUV700,106,2.0 Petrol MX 5-seat,"47,432","1,458,000",9,Petrol,1997 cc,SUV,5,5,2,200hp at 5000rpm,380Nm at 1750-3000rpm,6-speed Manual,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Petrol,Front,"4 cyls, Turbocharged",200hp at 5000rpm,380Nm at 1750-3000rpm,Front-Wheel Drive,6,No,60 litres,,Yes,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Steel Rims,17-inches,235/65 R17,235/65 R17,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Manual,Rear,No,No,No,No,Yes,No,Halogen,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Manual,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,8.0-inch Touchscreen,Yes,No,No,No,No,Phone-based,No,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Alog,Alog,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.2 Diesel MX 5-seat,"47,432","1,548,000",9,Diesel,2184 cc,SUV,5,5,2,155hp at 3750rpm,360Nm at 1500-2800rpm,6-speed Manual,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Diesel,Front,"4 cyls, Turbocharged",155hp at 3750rpm,360Nm at 1500-2800rpm,Front-Wheel Drive,6,No,60 litres,,Yes,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Steel Rims,17-inches,235/65 R17,235/65 R17,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Manual,Rear,No,No,No,No,Yes,No,Halogen,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Manual,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,8.0-inch Touchscreen,Yes,No,No,No,No,Phone-based,No,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Alog,Alog,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.0 Petrol AX3 5-seat,"47,432","1,689,000",9,Petrol,1997 cc,SUV,5,5,2,200hp at 5000rpm,380Nm at 1750-3000rpm,6-speed Manual,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Petrol,Front,"4 cyls, Turbocharged",200hp at 5000rpm,380Nm at 1750-3000rpm,Front-Wheel Drive,6,No,60 litres,,Yes,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Steel Rims with Wheel Covers,17-inches,235/65 R17,235/65 R17,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,No,No,No,No,Yes,No,Halogen,LED,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Manual,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.2 Diesel AX3 5-seat,"47,432","1,784,000",9,Diesel,2184 cc,SUV,5,5,2,185hp at 3500rpm,420Nm at 1600-2900rpm,6-speed Manual,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Diesel,Front,"4 cyls, Turbocharged",185hp at 3500rpm,420Nm at 1600-2900rpm,Front-Wheel Drive,6,No,60 litres,,Yes,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Steel Rims with Wheel Covers,17-inches,235/65 R17,235/65 R17,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,No,No,No,No,Yes,No,Halogen,LED,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Manual,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.0 Petrol AX5 5-seat,"47,432","1,804,000",9,Petrol,1997 cc,SUV,5,5,4,200hp at 5000rpm,380Nm at 1750-3000rpm,6-speed Manual,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Petrol,Front,"4 cyls, Turbocharged",200hp at 5000rpm,380Nm at 1750-3000rpm,Front-Wheel Drive,6,No,60 litres,,Yes,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Alloys,17-inches,235/65 R17,235/65 R17,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,No,No,No,No,Yes,No,LED,LED,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Manual,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,Yes,No,No,No,No,Yes,Panoramic,No,No,No,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.2 Diesel AX3 7-seat,"47,432","1,867,000",9,Diesel,2184 cc,SUV,5,7,2,185hp at 3500rpm,420Nm at 1600-2900rpm,6-speed Manual,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Diesel,Front,"4 cyls, Turbocharged",185hp at 3500rpm,420Nm at 1600-2900rpm,Front-Wheel Drive,6,No,60 litres,,Yes,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Steel Rims with Wheel Covers,17-inches,235/65 R17,235/65 R17,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,No,No,No,No,Yes,No,Halogen,LED,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Manual,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.0 Petrol AX3 AT 5-seat,"47,432","1,862,000",9,Petrol,1997 cc,SUV,5,5,2,200hp at 5000rpm,380Nm at 1750-3000rpm,6-speed Torque Converter Auto,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Petrol,Front,"4 cyls, Turbocharged",200hp at 5000rpm,380Nm at 1750-3000rpm,Front-Wheel Drive,6,No,60 litres,,No,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Steel Rims with Wheel Covers,17-inches,235/65 R17,235/65 R17,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,No,No,No,No,Yes,No,Halogen,LED,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Manual,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.2 Diesel AX5 5-seat,"47,432","1,914,000",9,Diesel,2184 cc,SUV,5,5,4,185hp at 3500rpm,420Nm at 1600-2900rpm,6-speed Manual,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Diesel,Front,"4 cyls, Turbocharged",185hp at 3500rpm,420Nm at 1600-2900rpm,Front-Wheel Drive,6,No,60 litres,,Yes,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Alloys,17-inches,235/65 R17,235/65 R17,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,No,No,No,No,Yes,No,LED,LED,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Manual,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,Yes,No,No,No,No,Yes,Panoramic,No,Yes,No,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.0 Petrol AX5 7-seat,"47,432","1,873,000",9,Petrol,1997 cc,SUV,5,7,4,200hp at 5000rpm,380Nm at 1750-3000rpm,6-speed Manual,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Petrol,Front,"4 cyls, Turbocharged",200hp at 5000rpm,380Nm at 1750-3000rpm,Front-Wheel Drive,6,No,60 litres,,Yes,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Alloys,17-inches,235/65 R17,235/65 R17,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,No,No,No,No,Yes,No,LED,LED,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Manual,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,Yes,Yes,No,No,No,Yes,Panoramic,No,No,No,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.2 Diesel AX3 AT 5-seat,"47,432","1,985,000",9,Diesel,2184 cc,SUV,5,5,2,185hp at 3500rpm,450Nm at 1750-2800rpm,6-speed Torque Converter Auto,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Diesel,Front,"4 cyls, Turbocharged",185hp at 3500rpm,450Nm at 1750-2800rpm,Front-Wheel Drive,6,No,60 litres,,Yes,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Steel Rims with Wheel Covers,17-inches,235/65 R17,235/65 R17,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,No,No,No,No,Yes,No,Halogen,LED,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Manual,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.2 Diesel AX5 7-seat,"47,432","1,985,000",9,Diesel,2184 cc,SUV,5,7,4,185hp at 3500rpm,420Nm at 1600-2900rpm,6-speed Manual,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Diesel,Front,"4 cyls, Turbocharged",185hp at 3500rpm,420Nm at 1600-2900rpm,Front-Wheel Drive,6,No,60 litres,,Yes,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Alloys,17-inches,235/65 R17,235/65 R17,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,No,No,No,No,Yes,No,LED,LED,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Manual,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,Yes,Yes,No,No,No,Yes,Panoramic,No,Yes,No,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.0 Petrol AX5 AT 5-seat,"47,432","1,989,000",9,Petrol,1997 cc,SUV,5,5,4,200hp at 5000rpm,380Nm at 1750-3000rpm,6-speed Torque Converter Auto,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Petrol,Front,"4 cyls, Turbocharged",200hp at 5000rpm,380Nm at 1750-3000rpm,Front-Wheel Drive,6,No,60 litres,,No,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Alloys,17-inches,235/65 R17,235/65 R17,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,No,No,No,No,Yes,No,LED,LED,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Manual,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,Yes,No,No,No,No,Yes,Panoramic,No,No,No,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.2 Diesel AX5 AT 5-seat,"47,432","2,103,000",9,Diesel,2184 cc,SUV,5,5,4,185hp at 3500rpm,450Nm at 1750-2800rpm,6-speed Torque Converter Auto,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Diesel,Front,"4 cyls, Turbocharged",185hp at 3500rpm,450Nm at 1750-2800rpm,Front-Wheel Drive,6,No,60 litres,,No,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Alloys,17-inches,235/65 R17,235/65 R17,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,No,No,No,No,Yes,No,LED,LED,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Manual,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,Yes,No,No,No,No,Yes,Panoramic,No,Yes,No,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.0 Petrol AX7 7-seat,"47,432","2,093,000",9,Petrol,1997 cc,SUV,5,7,6,200hp at 5000rpm,380Nm at 1750-3000rpm,6-speed Manual,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Petrol,Front,"4 cyls, Turbocharged",200hp at 5000rpm,380Nm at 1750-3000rpm,Front-Wheel Drive,6,No,60 litres,,Yes,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Alloys,18-inches,235/60 R18,235/60 R18,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Manual,Rear,Yes,Yes,No,No,Yes,No,LED,LED,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Manual,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 2-zone,Yes,Yes,Yes,No,No,Yes,Panoramic,No,No,Yes,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.2 Diesel AX5 AT 7-seat,"47,432","2,173,000",9,Diesel,2184 cc,SUV,5,7,4,185hp at 3500rpm,450Nm at 1750-2800rpm,6-speed Torque Converter Auto,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Diesel,Front,"4 cyls, Turbocharged",185hp at 3500rpm,450Nm at 1750-2800rpm,Front-Wheel Drive,6,No,60 litres,,No,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Alloys,17-inches,235/65 R17,235/65 R17,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,No,No,No,No,Yes,No,LED,LED,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Manual,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,Yes,Yes,No,No,No,Yes,Panoramic,No,Yes,No,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.2 Diesel AX7 7-seat,"47,432","2,209,000",9,Diesel,2184 cc,SUV,5,7,6,185hp at 3500rpm,420Nm at 1600-2900rpm,6-speed Manual,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Diesel,Front,"4 cyls, Turbocharged",185hp at 3500rpm,420Nm at 1600-2900rpm,Front-Wheel Drive,6,No,60 litres,,Yes,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Alloys,18-inches,235/60 R18,235/60 R18,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Manual,Rear,Yes,Yes,No,No,Yes,No,LED,LED,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Manual,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 2-zone,Yes,Yes,Yes,No,No,Yes,Panoramic,No,Yes,Yes,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.0 Petrol AX7 AT 7-seat,"47,432","2,278,000",9,Petrol,1997 cc,SUV,5,7,6,200hp at 5000rpm,380Nm at 1750-3000rpm,6-speed Torque Converter Auto,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Petrol,Front,"4 cyls, Turbocharged",200hp at 5000rpm,380Nm at 1750-3000rpm,Front-Wheel Drive,6,No,60 litres,,No,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Alloys,18-inches,235/60 R18,235/60 R18,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Manual,Rear,Yes,Yes,No,Yes,Yes,No,LED,LED,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Manual,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 2-zone,Yes,Yes,Yes,No,No,Yes,Panoramic,No,No,Yes,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,,
Mahindra,10,Mahindra XUV700,XUV700,106,2.2 Diesel AX7 AT 7-seat,"47,432","2,398,000",9,Diesel,2184 cc,SUV,5,7,6,185hp at 3500rpm,450Nm at 1750-2800rpm,6-speed Torque Converter Auto,Unlimited km,3 Years,4695 mm,1890 mm,1755 mm,2750 mm,,,Diesel,Front,"4 cyls, Turbocharged",185hp at 3500rpm,450Nm at 1750-2800rpm,Front-Wheel Drive,6,No,60 litres,,No,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,No,No,Electric,Tilt,Manual,,Alloys,18-inches,235/60 R18,235/60 R18,Full-size,Discs,Discs,Yes,Yes,Yes,No,No,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Manual,Rear,Yes,Yes,No,Yes,Yes,No,LED,LED,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Manual,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.25-inch Touchscreen,Yes,Yes,No,No,No,Onboard,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 2-zone,Yes,Yes,Yes,No,No,Yes,Panoramic,No,Yes,Yes,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,,
